名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_纬度
名角美容美体瑜伽养生馆,生活服务,美容美发店,美容美发店,文化东路51号附近,陕西省,西安市,阎良区,109.2283288,34.66475729
金兰女子会所,生活服务,美容美发店,美容美发店,公园路蓝波湾步行街3-06号,陕西省,西安市,阎良区,109.2298129,34.66472317
纤修堂酵素之家,生活服务,美容美发店,美容美发店,公园路蓝波湾步行街1-04号,陕西省,西安市,阎良区,109.2296559,34.66494488
魅力造型(西安市阎良区中医医院东),生活服务,美容美发店,美容美发店,前进东路15号附近,陕西省,西安市,阎良区,109.2275194,34.66786297
团结电器维修部,生活服务,维修站点,维修站点,公园街与大良路交叉口西150米,陕西省,西安市,阎良区,109.2276358,34.66265176
自由神洗染(阎良店),生活服务,洗衣店,洗衣店,大良路78号,陕西省,西安市,阎良区,109.2299741,34.662795
温晴美容院,生活服务,美容美发店,美容美发店,蓝波湾1-11号,陕西省,西安市,阎良区,109.2302209,34.66492021
艾芈护肤造型,生活服务,美容美发店,美容美发店,公园街与文化东路交叉口东南50米,陕西省,西安市,阎良区,109.2292649,34.66475983
美佳摄影,生活服务,摄影冲印店,摄影冲印,康复巷与延安街交叉口东北50米,陕西省,西安市,阎良区,109.221457,34.66258029
美丝造型,生活服务,美容美发店,美容美发店,康复路科苑小区旁(皇城丽都东南100米),陕西省,西安市,阎良区,109.2275808,34.66264973
焦点养生馆,生活服务,美容美发店,美容美发店,胜利路,陕西省,西安市,阎良区,109.2241109,34.66323981
阎良区火车站铁通营业厅,生活服务,电讯营业厅,中国铁通营业厅,前进西路23号附近,陕西省,西安市,阎良区,109.2237484,34.66796725
瑞美亚减肥终点站,生活服务,美容美发店,美容美发店,公园街东200米,陕西省,西安市,阎良区,109.230955,34.66472677
椰岛形象(阎良店),生活服务,美容美发店,美容美发店,胜利街201号潮流前线服饰2层,陕西省,西安市,阎良区,109.224347,34.66338685
红旗发艺工作室,生活服务,美容美发店,美容美发店,教育巷6号附近,陕西省,西安市,阎良区,109.2282949,34.66266416
领先造型(东兴·蓝波湾东),生活服务,美容美发店,美容美发店,公园街49号,陕西省,西安市,阎良区,109.2299929,34.66491609
立马电动车电动车维修各种配件,生活服务,维修站点,维修站点,前进东路50号附近,陕西省,西安市,阎良区,109.2296416,34.66793417
瑞曼·国际,生活服务,美容美发店,美容美发店,凤凰路街道胜利路中段潮流前线二楼,陕西省,西安市,阎良区,109.2241719,34.66333677
瑞曼焦点,生活服务,美容美发店,美容美发店,胜利路潮流前线二楼,陕西省,西安市,阎良区,109.224173,34.66325784
艺剪坊美发室,生活服务,美容美发店,美容美发店,前进东路,陕西省,西安市,阎良区,109.2307427,34.66796273
森道刺青,生活服务,美容美发店,美容美发店,康复路科苑小区旁(皇城丽都东南100米),陕西省,西安市,阎良区,109.2274048,34.66264862
纤指秀美甲化妆美睫,生活服务,美容美发店,美容美发店,,陕西省,西安市,阎良区,109.2238539,34.66230246
超英·健康美国际美容(东兴·蓝波湾东),生活服务,美容美发店,美容美发店,蓝波湾步行街2-4号(文化东路往东蓝波湾步行街),陕西省,西安市,阎良区,109.23066,34.66493743
靓丽美甲(胜利街),生活服务,美容美发店,美容美发店,胜利路大光明眼镜行对面,陕西省,西安市,阎良区,109.2238539,34.66216159
完美甲艺,生活服务,美容美发店,美容美发店,公园街东200米,陕西省,西安市,阎良区,109.230922,34.66477571
护肤养发馆,生活服务,美容美发店,美容美发店,新华路街道公园路蓝波湾步行街2-3,陕西省,西安市,阎良区,109.230603,34.66494339
亚丽美容美体馆,生活服务,美容美发店,美容美发店,大良路与教育巷交叉口西50米,陕西省,西安市,阎良区,109.22876,34.66266643
美极丝造型工作室,生活服务,美容美发店,美容美发店,丰收路阿春发艺旁,陕西省,西安市,阎良区,109.2301052,34.66205774
善美专业美发沙龙(前进东路),生活服务,美容美发店,美容美发店,前进东路18区附近,陕西省,西安市,阎良区,109.2306127,34.66795067
民柱电器修理部,生活服务,维修站点,维修站点,大良路与教育巷交叉口东100米,陕西省,西安市,阎良区,109.2298681,34.66279394
阿春发艺(丰收路),生活服务,美容美发店,美容美发店,新华路街道公园路大良村,陕西省,西安市,阎良区,109.2300042,34.66200873
美再来专业美发沙龙,生活服务,美容美发店,美容美发店,丰收路家家福超市旁,陕西省,西安市,阎良区,109.2309822,34.66209116
美度造型(丰收路),生活服务,美容美发店,美容美发店,丰收路安秦生诊所旁,陕西省,西安市,阎良区,109.2310882,34.66209521
小崔家电维修部,生活服务,维修站点,维修站点,大良路南150米,陕西省,西安市,阎良区,109.2309442,34.66176344
