名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_纬度
熙源名居,商务住宅,住宅区,住宅小区,兴中路6号,陕西省,西安市,莲湖区,108.9305657,34.28584199
望长安,商务住宅,住宅区,住宅区,工农路与红庙坡路交叉口东100米,陕西省,西安市,莲湖区,108.9294332,34.28815167
红庙坡社区,商务住宅,住宅区,住宅小区,红庙坡路91号附近,陕西省,西安市,莲湖区,108.922683,34.28829737
华远永兴大厦,商务住宅,楼宇,商务写字楼,龙首北路中段永兴路31号,陕西省,西安市,莲湖区,108.9247026,34.29134865
自强星苑,商务住宅,住宅区,住宅小区,工农路152号附近,陕西省,西安市,莲湖区,108.9290256,34.28316437
汽贸嘉苑,商务住宅,住宅区,住宅小区,永兴路27号附近,陕西省,西安市,莲湖区,108.9249311,34.29039777
吕厂家属院,商务住宅,住宅区,住宅区,兴中路21号付6号,陕西省,西安市,莲湖区,108.9289166,34.28633218
光学仪器厂家属院,商务住宅,住宅区,住宅区,城北自强西路纸坊村十字向西100米,陕西省,西安市,莲湖区,108.9260662,34.28425594
幸福家园,商务住宅,住宅区,住宅小区,自强西路38号,陕西省,西安市,莲湖区,108.9292285,34.29070387
人武家属院,商务住宅,住宅区,住宅区,红庙坡街道兴中路6号,陕西省,西安市,莲湖区,108.9300289,34.28611267
陕西省监管总队家属院,商务住宅,住宅区,住宅区,永兴路4号,陕西省,西安市,莲湖区,108.9239176,34.2864507
千和郡小区,商务住宅,住宅区,住宅小区,兴中路2号附近,陕西省,西安市,莲湖区,108.931616,34.28648513
北辰风景小区,商务住宅,住宅区,住宅小区,兴中路6号,陕西省,西安市,莲湖区,108.930025,34.28611068
时代庭院,商务住宅,住宅区,住宅小区,纬二十六街,陕西省,西安市,莲湖区,108.9256515,34.29202116
红西社区,商务住宅,住宅区,住宅小区,永新路17号,陕西省,西安市,莲湖区,108.9273319,34.28977192
纸坊村住宅区,商务住宅,住宅区,住宅小区,自强西路241号,陕西省,西安市,莲湖区,108.9249538,34.28227119
明珠苑,商务住宅,住宅区,住宅小区,明珠巷3号附近,陕西省,西安市,莲湖区,108.9222442,34.28366883
星火社区服务中心,商务住宅,住宅区,社区中心,红庙坡街道兴中路12号,陕西省,西安市,莲湖区,108.9261379,34.28586417
三染家属院,商务住宅,住宅区,住宅区,兴中路6号付6号3,陕西省,西安市,莲湖区,108.9300289,34.28611267
光学测量仪器厂家属院,商务住宅,住宅区,住宅小区,兴中路南200米,陕西省,西安市,莲湖区,108.9260941,34.28460975
西安建筑机械厂小区,商务住宅,住宅区,住宅小区,兴中路6号,陕西省,西安市,莲湖区,108.9305159,34.28415878
兴盛家园职工住宅楼,商务住宅,住宅区,住宅小区,永兴路西100米,陕西省,西安市,莲湖区,108.9230949,34.29157248
市政家属院(永兴路),商务住宅,住宅区,住宅小区|商务住宅,红庙坡永兴路16号,陕西省,西安市,莲湖区,108.9229154,34.29004735
明珠巷3号院,商务住宅,住宅区,住宅小区,明珠巷与星火东巷交叉口南150米,陕西省,西安市,莲湖区,108.9219698,34.28327131
红西村社区,商务住宅,住宅区,住宅小区,红庙坡路18号附近,陕西省,西安市,莲湖区,108.9230972,34.28751822
明坊,商务住宅,住宅区,住宅小区,经开兴中路6号(陕西省人民武装警察学校西侧),陕西省,西安市,莲湖区,108.9310296,34.28503464
西安电线厂家属院,商务住宅,住宅区,住宅小区,兴中路6号,陕西省,西安市,莲湖区,108.9297337,34.28584622
化工局家属院,商务住宅,住宅区,住宅区,自强西路235号,陕西省,西安市,莲湖区,108.9258319,34.28239503
金格幸福里(建设中),商务住宅,住宅区,住宅小区,,陕西省,西安市,莲湖区,108.923026,34.29114975
永兴小区,商务住宅,住宅区,住宅小区,永兴路145号,陕西省,西安市,莲湖区,108.9221219,34.29128872
铝厂小区,商务住宅,住宅区,住宅小区,永兴路24号,陕西省,西安市,莲湖区,108.924007,34.29208618
人武学校家属院,商务住宅,住宅区,住宅小区,兴中路付2号,陕西省,西安市,莲湖区,108.931311,34.28441247
第三染织厂家属院,商务住宅,商务住宅相关,商务住宅相关,二环路沿线商业经济带工农路59号,陕西省,西安市,莲湖区,108.9298226,34.28468658
红庙坡街办保洁员公寓,商务住宅,住宅区,住宅小区,红庙坡街道大观园,陕西省,西安市,莲湖区,108.9239636,34.28516519
莲湖区工农新村社区服务站,商务住宅,住宅区,社区中心,红庙坡街道兴中路6号,陕西省,西安市,莲湖区,108.9302305,34.28521176
西安红庙坡医院社区,商务住宅,住宅区,住宅小区,自强西路233-2附近,陕西省,西安市,莲湖区,108.9265094,34.28239714
义德阁,商务住宅,商务住宅相关,商务住宅相关,永新路16号,陕西省,西安市,莲湖区,108.9261105,34.29201057
陕西交通职业技术学院自强路校区学生公寓3,商务住宅,住宅区,宿舍,自强西路289号附近,陕西省,西安市,莲湖区,108.923844,34.28316118
工商莲湖分局兴中路家属院,商务住宅,住宅区,宿舍,兴中路6号附6号,陕西省,西安市,莲湖区,108.930456,34.28464266
陕西交通职业技术学院自强路校区学生公寓2,商务住宅,住宅区,宿舍,红庙坡街道自强西路,陕西省,西安市,莲湖区,108.923845,34.28277134
陕西交通职业技术学院自强路校区学生公寓1,商务住宅,住宅区,宿舍,自强西路289号,陕西省,西安市,莲湖区,108.9236585,34.28211684
城市新苑,商务住宅,住宅区,住宅小区,城北北稍门振华路向西800米兴中路与华强路交汇处,陕西省,西安市,莲湖区,108.9334673,34.28691903
颐和花园小区,商务住宅,住宅区,住宅小区,振华路99号,陕西省,西安市,莲湖区,108.9361274,34.28618491
青门小区,商务住宅,住宅区,住宅小区,城北龙首北路西段72号,陕西省,西安市,莲湖区,108.9360212,34.29178269
仲裁大厦,商务住宅,楼宇,商务写字楼,北关正街16号,陕西省,西安市,莲湖区,108.9403118,34.28366042
