名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_纬度
大润家购物广场(水岸东方店),购物服务,超级市场,超市,半坡路95号,陕西省,西安市,灞桥区,109.041595,34.26743465
三兴超市(半坡路),购物服务,超级市场,超市,半引路122号电力机械厂,陕西省,西安市,灞桥区,109.045868,34.27026845
客又多(纺织城店),购物服务,超级市场,超市,纺织城正街346号,陕西省,西安市,灞桥区,109.0593426,34.26715974
万兴广场,购物服务,商场,普通商场,纺正街262号,陕西省,西安市,灞桥区,109.0594057,34.26382998
纺织城商厦,购物服务,商场,普通商场,纺正街262号,陕西省,西安市,灞桥区,109.0595612,34.26527717
纺织城·阳光购物中心,购物服务,商场,购物中心,纺织城正街西安秋林公司纺织城商厦,陕西省,西安市,灞桥区,109.0590933,34.2657087
立朗广场,购物服务,商场,普通商场,纺织城纺科路唐华三厂南区胜利村19号楼,陕西省,西安市,灞桥区,109.0594044,34.26782038
三方超市,购物服务,超级市场,超市,纺三路与纺织城正街交汇向南35米,陕西省,西安市,灞桥区,109.058729,34.26875503
华元商城,购物服务,商场,普通商场,纺织城正街与纺四路交汇50米,陕西省,西安市,灞桥区,109.0595502,34.26539714
智翔广场,购物服务,商场,普通商场,纺科路与纺织城东街交叉口东北100米,陕西省,西安市,灞桥区,109.0636513,34.26854009
东乐超市(鹿塬街),购物服务,超级市场,超市,鹿塬街鹿塬温泉小区旁,陕西省,西安市,灞桥区,109.06742,34.27065656
车险超市,购物服务,超级市场,超市,纺科路9号附近,陕西省,西安市,灞桥区,109.0664083,34.2690544
红叶生活超市,购物服务,超级市场,超市,纺织城街道纺四路与鹿塬街交接处林河春天6号楼一层商铺10111,陕西省,西安市,灞桥区,109.0681348,34.26847563
芙蓉兴盛便利超市,购物服务,超级市场,超市,鹿塬街84号附近,陕西省,西安市,灞桥区,109.0670418,34.27063401
仁和超市(鹿塬街),购物服务,超级市场,超市,,陕西省,西安市,灞桥区,109.0675524,34.26301849
灞桥服务区超市,购物服务,超级市场,超市,席王街道沪陕高速公路灞桥服务区,陕西省,西安市,灞桥区,109.1136841,34.26553354
聚家乐超市,购物服务,超级市场,超市,厚镇北街厚三路民都购物中心西北50米,陕西省,西安市,蓝田县,109.5085841,34.26208289
麦得多超市,购物服务,超级市场,超市,西宝公路西150米,陕西省,西安市,长安区,108.7751497,34.26136667
喜洋洋超市(中一巷),购物服务,超级市场,超市,王寺中王寺(中一巷),陕西省,西安市,长安区,108.7979295,34.25967843
万家红超市(中一巷),购物服务,超级市场,超市,王寺南街3号,陕西省,西安市,长安区,108.7979355,34.26023822
润沣超市,购物服务,超级市场,超市,中一巷与西户公路交叉口西北150米,陕西省,西安市,长安区,108.7963652,34.26082744
