名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_L纬度
拾色欢,购物服务,超级市场,超市,广都大道中段利民三街9号,四川省,成都市,双流区,104.0636057,30.51083088
福多多超市(龙灯山路),购物服务,超级市场,超市,龙灯山路一段160-164号,四川省,成都市,双流区,104.0659764,30.51232217
福乐家超市(富民路二段),购物服务,超级市场,超市|购物服务,富民路二段207号之附9-11号,四川省,成都市,双流区,104.0616395,30.51064583
红旗超市(龙灯山路),购物服务,超级市场,超市,华阳镇龙灯山路1段305号,四川省,成都市,双流区,104.0661042,30.51268889
华益超市(华阳分店),购物服务,超级市场,超市,长江西五横街92-94,四川省,成都市,双流区,104.0586245,30.51220613
红旗连锁,购物服务,超级市场,超市,华阳大道四段70-74号,四川省,成都市,双流区,104.0620987,30.50792094
福满家超市(华阳大道四段店),购物服务,超级市场,超市,华阳大道四段166-170,四川省,成都市,双流区,104.064649,30.50735343
家兴旺副食品经营部,购物服务,便民商店/便利店,便民商店/便利店|购物服务,中和劲松600号9栋附26,四川省,成都市,双流区,104.0715176,30.50984421
蜀客超市,购物服务,超级市场,超市,天府大道南段1169号棕榈南岸小区,四川省,成都市,双流区,104.0684871,30.51438136
红旗超市(天府大道南段辅路),购物服务,超级市场,超市,天府大道南段1167号1号楼1层2号,四川省,成都市,双流区,104.0687237,30.51544875
华亿超市(柏合店),购物服务,超级市场,超市,草帽街183附近,四川省,成都市,龙泉驿区,104.199564,30.50762801
柏合爱国村老邻居放心超市,购物服务,超级市场,超市,成环路与草帽街交叉口西50米,四川省,成都市,龙泉驿区,104.1994578,30.50823867
天天购物中心,购物服务,超级市场,超市,云桥街与老街交叉口北50米,四川省,成都市,金堂县,104.7538037,30.51237499
家鑫便利超市,购物服务,超级市场,超市,云桥社区云桥街云合镇小学,四川省,成都市,金堂县,104.7536358,30.51350562
红锐超市,购物服务,超级市场,超市,中心街66号附近,四川省,成都市,大邑县,103.6961591,30.50263904
蔡场富众乐超市,购物服务,超级市场,超市,蔡场镇盛和街163,四川省,成都市,大邑县,103.7010159,30.49990404
建均超市,购物服务,超级市场,超市,菜场镇万隆街238号,四川省,成都市,大邑县,103.6984742,30.50056286
福乐多超市,购物服务,超级市场,超市,蔡场镇万隆街239-241号,四川省,成都市,大邑县,103.6988514,30.50059725
胜利镇兰姐平价超市,购物服务,超级市场,超市,胜利镇宜成路68号,四川省,成都市,双流区,103.9081811,30.50204876
宜城购物中心,购物服务,超级市场,超市,胜利镇宜城路,四川省,成都市,双流区,103.9077553,30.50259876
发亿超市,购物服务,超级市场,超市,宜城东路与瞿上城路交叉口东北50米,四川省,成都市,双流区,103.9088137,30.50291126
金贵超市,购物服务,超级市场,超市,升平街与龙井街交叉口东北150米,四川省,成都市,双流区,103.9479989,30.49739806
天府联华超市,购物服务,超级市场,超市,黄甲镇黄甲大道115号,四川省,成都市,双流区,103.9495687,30.49837248
德易购物广场,购物服务,商场,商场,黄甲大道黄瓦居(西区),四川省,成都市,双流区,103.949837,30.49816597
家家福超市(黄瓦居店),购物服务,超级市场,超市,黄甲镇三叶街230号,四川省,成都市,双流区,103.9523024,30.49752176
家乐福超市,购物服务,超级市场,家乐福,剑南大道南段2号靠近清河小区,四川省,成都市,双流区,104.0300522,30.49886086
宜美佳超市,购物服务,超级市场,超市,剑南大道南段辅路,四川省,成都市,双流区,104.0295418,30.4977775
红旗连锁(1527南湖西路便利店),购物服务,超级市场,超市,南湖西路2-10号,四川省,成都市,双流区,104.0424746,30.50213761
艺苑商城,购物服务,商场,普通商场,正大街23附1,四川省,成都市,双流区,104.0517393,30.50682495
家家福超市(张家巷),购物服务,超级市场,超市,张家巷37-39,四川省,成都市,双流区,104.0548171,30.50579754
茂盛超市(正东中街),购物服务,超级市场,超市,正东中街74号华阳大市场旁,四川省,成都市,双流区,104.0573655,30.50486437
黄家超市(二江路一段),购物服务,超级市场,超市,正东中街242-246,四川省,成都市,双流区,104.061522,30.50369304
红旗超市(华阳正东下街分场店),购物服务,超级市场,超市,华阳镇正东下街32-46号,四川省,成都市,双流区,104.0627617,30.50345425
China007超市,购物服务,超级市场,超市,正东中街南阳盛世18栋底商,四川省,成都市,双流区,104.0589851,30.50440082
红旗超市(双流华阳正东中街便利店),购物服务,超级市场,超市,正东中街163号,四川省,成都市,双流区,104.0604032,30.50427259
红旗超市(华阳南阳锦城分场店),购物服务,超级市场,超市,南湖路91-99号,四川省,成都市,双流区,104.0580193,30.50015262
红旗超市(华阳正东中街二便利店),购物服务,超级市场,超市,正东中街182-186,四川省,成都市,双流区,104.0596438,30.50407785
007chain超市(南阳盛世店),购物服务,超级市场,超市,华阳正东中街196号,四川省,成都市,双流区,104.0585939,30.50466138
家乐福(华阳店),购物服务,超级市场,家乐福,天府大道南段1397号,四川省,成都市,双流区,104.0689617,30.50552539
李斯文生鲜,购物服务,超级市场,超市,中和接单东寺菜市附25-1号摊位,四川省,成都市,双流区,104.0758439,30.50619799
美家购物中心(柏合店),购物服务,超级市场,超市,柏合镇柏华路262号,四川省,成都市,龙泉驿区,104.2017251,30.50686152
宜家购物,购物服务,超级市场,超市,养马镇川像路11-17号,四川省,成都市,简阳市,104.5021684,30.49767966
好邻居超市,购物服务,超级市场,超市,荷花南街北100米,四川省,成都市,简阳市,104.499485,30.49865134
天运自选商场,购物服务,商场,普通商场,荷花南街附近,四川省,成都市,简阳市,104.4992604,30.49845372
乐购超市(良安医院西北),购物服务,超级市场,超市,058县道与106省道交叉口西50米,四川省,资阳市,乐至县,104.9349146,30.50454427
天天乐超市,购物服务,超级市场,超市,058县道附近(良安医院南),四川省,资阳市,乐至县,104.9360532,30.50321182
华联购物中心(良安店),购物服务,超级市场,超市,幸福街附近,四川省,资阳市,乐至县,104.935454,30.50419651
英英超市,购物服务,超级市场,超市,058县道与106省道交叉口南100米,四川省,资阳市,乐至县,104.9339684,30.50545349
杨杰商贸购物中心大学生创业店,购物服务,超级市场,超市,幸福街附近,四川省,资阳市,乐至县,104.9358667,30.50404888
芦山县特惠超市,购物服务,超级市场,超市,四通食宿(芦邛路北),四川省,雅安市,芦山县,103.1137467,30.49019743
金燕子家具沙发商场,购物服务,商场,普通商场,梅花街上段282号,四川省,成都市,大邑县,103.5279575,30.49244183
利民超市(三岔店),购物服务,超级市场,超市,甘泉街东120-130,四川省,成都市,大邑县,103.5333503,30.49157093
利民农村商贸综合服务中心(三岔店),购物服务,超级市场,超市,甘泉街下段附近,四川省,成都市,大邑县,103.5333503,30.49157093
红心超市,购物服务,超级市场,超市,梅花街上段72-126号,四川省,成都市,大邑县,103.5305703,30.49096504
保建超市,购物服务,超级市场,超市,安仁镇安出路成都农商银行东北100米,四川省,成都市,大邑县,103.5816505,30.4901903
雅真百货批发直销超市,购物服务,超级市场,超市,中心街82号附近,四川省,成都市,大邑县,103.5806402,30.48946085
友好多超市,购物服务,超级市场,超市,N31县道西50米,四川省,成都市,大邑县,103.6311861,30.49058216
福乐多(顺江街),购物服务,超级市场,超市,安仁镇唐场顺江街103号,四川省,成都市,大邑县,103.6294085,30.4876423
汇金超市,购物服务,超级市场,超市,蔡场镇中心街545号,四川省,成都市,大邑县,103.6988118,30.49429308
华亿超市(文井乡店),购物服务,超级市场,超市,文井乡沿江街张扬社区6组71号,四川省,成都市,新津县,103.7529899,30.48959707
佳佳超市,购物服务,超级市场,超市,沿江街西150米,四川省,成都市,新津县,103.7528899,30.48965204
红旗超市(新津张场社区2便利店),购物服务,超级市场,超市,文井乡张场社区居民委员会1层,四川省,成都市,新津县,103.7528399,30.48896022
红旗超市(新津兴义镇放心店),购物服务,超级市场,超市,兴义镇田渡村6组33栋1层1号,四川省,成都市,新津县,103.8120189,30.48821635
欣鑫购物广场,购物服务,超级市场,超市,兴义镇兴盛街26,四川省,成都市,新津县,103.8113456,30.48882797
千姿秀日用百货,购物服务,商场,普通商场,兴盛街112号附近,四川省,成都市,新津县,103.809961,30.48783876
新壹品零食超市,购物服务,超级市场,超市,白云大道139号,四川省,成都市,新津县,103.8827948,30.48920092
渝佳嘉超市,购物服务,超级市场,超市,白云大道与花源大道交叉口西北50米,四川省,成都市,新津县,103.8850622,30.48859257
福乐家超市,购物服务,超级市场,超市,白云大道269号,四川省,成都市,新津县,103.8852823,30.4886107
川友乐购超市,购物服务,超级市场,超市,府东路与正源路交叉口东北50米,四川省,成都市,新津县,103.8819083,30.48823454
鼎旺超市,购物服务,超级市场,超市,黄甲镇龙井街140号,四川省,成都市,双流区,103.9456659,30.49398575
红联超市,购物服务,超级市场,超市,黄甲大道32号,四川省,成都市,双流区,103.9480648,30.49506557
红旗超市(黄瓦街店),购物服务,超级市场,超市,黄甲镇王家场社区中心街A区1号,四川省,成都市,双流区,103.9513281,30.49657818
福星超市,购物服务,超级市场,超市,三叶街39号附近,四川省,成都市,双流区,103.9495909,30.49319588
双流家家欣超市,购物服务,超级市场,超市,王家场社区升平街227号,四川省,成都市,双流区,103.9503189,30.49527574
佳家乐日用百货超市,购物服务,超级市场,超市,黄瓦街与黄甲大道交叉口西150米,四川省,成都市,双流区,103.9483729,30.49733929
乐购超市(湾河西街),购物服务,超级市场,华润|购物服务,湾河西街112号,四川省,成都市,双流区,103.9875044,30.49065698
全家福超市(湾河西街),购物服务,超级市场,超市,湾河西街100号,四川省,成都市,双流区,103.9877256,30.49044037
福到家超市(黄龙大道二段),购物服务,超级市场,超市,政府街与黄龙大道二段交叉口北50米,四川省,成都市,双流区,103.989546,30.48937518
炫彩超市,购物服务,超级市场,超市,公兴镇湾河西街93号公兴假日酒店对面,四川省,成都市,双流区,103.9882218,30.48994102
棋棋超市,购物服务,超级市场,超市,湾河东街129号11附近,四川省,成都市,双流区,103.9936081,30.48755236
红旗连锁(双流公兴便利店),购物服务,超级市场,超市,公兴镇黄龙大道二段623、625、627号,四川省,成都市,双流区,103.9895938,30.48828733
嘟嘟乐超市,购物服务,超级市场,超市,华兴路南湖逸家底商,四川省,成都市,双流区,104.0238419,30.49352108
廖三超市,购物服务,超级市场,超市,万顺路一段405号,四川省,成都市,双流区,104.02028,30.49485568
华府生鲜生活超市,购物服务,超级市场,超市,牧华路三段999号7栋附110,四川省,成都市,双流区,104.020326,30.49012286
红旗超市(德商华府天骄东),购物服务,超级市场,超市,华府大道三段1099号保利叶语东大门,四川省,成都市,双流区,104.0200291,30.48985977
红旗超市,购物服务,超级市场,超市,美岸路58号中信城左岸1号门,四川省,成都市,双流区,104.0320711,30.4906929
鑫宏鑫超市(佳兆业店),购物服务,便民商店/便利店,便民商店/便利店|购物服务,美岸路三段121-125,四川省,成都市,双流区,104.0525311,30.49083397
冠宇达超市(华阳一店),购物服务,超级市场,超市,美岸路三段25,四川省,成都市,双流区,104.0499793,30.49131076
家兆福超市,购物服务,超级市场,超市,绿野路三段112-120,四川省,成都市,双流区,104.0524492,30.49421819
麓港喜多多超市,购物服务,超级市场,超市,天府大道南段2036号双华·麓港社区东1门口,四川省,成都市,双流区,104.0677503,30.49300942
华亿超市(宏达·世纪锦城店),购物服务,超级市场,超市,华阳镇海昌路134号,四川省,成都市,双流区,104.0733448,30.49325204
红旗(华阳海昌路便利店),购物服务,超级市场,超市,海昌南路72号,四川省,成都市,双流区,104.0718848,30.49355947
红旗超市(麓山大道一段),购物服务,超级市场,超市,华阳海昌路150号,四川省,成都市,双流区,104.0732111,30.4899001
红旗超市(双流万安镇海悦汇城),购物服务,超级市场,超市,万安镇“万科海悦汇城”项目商业2号1单元1号,四川省,成都市,双流区,104.0784753,30.49681448
红旗连锁,购物服务,超级市场,超市,万安镇和韵社区五期B区46-50号,四川省,成都市,双流区,104.1016247,30.48859587
城南坡慈善超市,购物服务,超级市场,超市,政府街西50米,四川省,成都市,双流区,104.1070325,30.49413434
皓月超市,购物服务,超级市场,超市,政府街19号,四川省,成都市,双流区,104.1097287,30.49095765
世纪华联超市(养马店),购物服务,超级市场,超市,养马镇芙蓉街105号,四川省,成都市,简阳市,104.5002081,30.49609923
甜甜购物,购物服务,超级市场,超市,川橡路与荷花南街交叉口东北150米,四川省,成都市,简阳市,104.5020922,30.49713658
阳光购物超市,购物服务,超级市场,超市,古今街1-3号附近,四川省,成都市,简阳市,104.6299098,30.48748321
三河新乐超市,购物服务,超级市场,超市,N31县道西50米,四川省,成都市,大邑县,103.6363084,30.48506442
利民超市(唐场店),购物服务,超级市场,超市,军民街30-32,四川省,成都市,大邑县,103.6284674,30.48393949
华亿惠佳超市,购物服务,超级市场,超市,文井乡张扬社区沿江街71号,四川省,成都市,新津县,103.7958167,30.4832103
万兴超市,购物服务,超级市场,超市,歇马店街119号,四川省,成都市,新津县,103.8025067,30.48476567
安逸超市,购物服务,超级市场,超市,兴义镇斑竹林街169号,四川省,成都市,新津县,103.8092798,30.48728169
家乐美超市,购物服务,超级市场,超市,兴盛街诚义药店旁,四川省,成都市,新津县,103.8083631,30.48682519
欧尚超市,购物服务,超级市场,超市,花方路方井村东南方向70米,四川省,成都市,新津县,103.8459061,30.47797352
回音超市(花源店),购物服务,超级市场,超市,花源大道171号,四川省,成都市,新津县,103.8838597,30.48361815
好又多超市,购物服务,超级市场,超市,花源镇正西后街134号,四川省,成都市,新津县,103.8829211,30.48554599
北京联华(花源店),购物服务,超级市场,超市,花源镇正源路196号,四川省,成都市,新津县,103.8844109,30.48680165
德麦盛生活超市花源店,购物服务,超级市场,超市,花源镇正源路158号,四川省,成都市,新津县,103.8835524,30.48679209
红旗超市,购物服务,超级市场,超市,正源路158号附近,四川省,成都市,新津县,103.8841848,30.48704644
佳美超市,购物服务,超级市场,超市,府西路与正西后街交叉口西北50米,四川省,成都市,新津县,103.8803653,30.48668379
福买得购物中心,购物服务,商场,购物中心,荷香路一段58号,四川省,成都市,双流区,103.9920201,30.48502287
盈红连锁超市,购物服务,便民商店/便利店,便民商店/便利店|购物服务,双流公兴大市场,四川省,成都市,双流区,103.9895919,30.4865898
家家发平价超市(公兴店),购物服务,超级市场,超市,荷香路二段89号,四川省,成都市,双流区,103.9922602,30.48410039
红旗超市,购物服务,超级市场,超市,天府新区麓山大道一段289号,四川省,成都市,双流区,104.0788514,30.48567526
番卜超市,购物服务,超级市场,超市,麓镇西路北50米,四川省,成都市,双流区,104.093866,30.48286774
红旗超市(双流麓山国际分场),购物服务,超级市场,超市,麓山大道二段18号,四川省,成都市,双流区,104.0902853,30.48497475
成都麓山物业管理有限公司,购物服务,超级市场,超市,麓山大道二段18号附麓镇西路5号,四川省,成都市,双流区,104.0902703,30.4851557
鑫宏鑫超市(东林分店),购物服务,便民商店/便利店,便民商店/便利店|购物服务,麓山大道二段附近,四川省,成都市,双流区,104.0998408,30.48666401
微笑生活超市,购物服务,超级市场,超市,锦巷25-20号,四川省,成都市,双流区,104.1343954,30.48010092
老邻居(雅居乐店),购物服务,超级市场,超市,麓山大道二段19号附1号22栋1单元1层35号雅居乐,四川省,成都市,双流区,104.13482,30.47948168
吉士多超市,购物服务,超级市场,超市,万安镇麓山大道二段雅居乐花园16栋,四川省,成都市,双流区,104.1361399,30.47782302
好乐多超市(万安分店),购物服务,超级市场,超市,锦巷15-121,四川省,成都市,双流区,104.1366847,30.47769185
佳佳乐超市,购物服务,超级市场,超市,石盘镇石盘上街(石盘小学旁),四川省,成都市,简阳市,104.4122137,30.4784544
王承超市,购物服务,超级市场,超市,和平街与螺简路交叉口西南100米,四川省,成都市,简阳市,104.8496382,30.4873276
小李超市,购物服务,超级市场,超市,新沙路西50米,四川省,成都市,新津县,103.7651626,30.47479402
蓉诚百货(圆梦分店),购物服务,超级市场,超市,白沙街365附近,四川省,成都市,双流区,104.1522452,30.47281754
思源超市,购物服务,超级市场,超市,白沙镇白沙街333号,四川省,成都市,双流区,104.152101,30.47210447
诚信超市,购物服务,超级市场,超市,318国道北50米,四川省,成都市,简阳市,104.3499121,30.46760784
胖哥超市,购物服务,超级市场,超市,石盘街与银定街交叉口东100米,四川省,成都市,简阳市,104.4172417,30.47637133
阳光超市,购物服务,超级市场,超市,金龙山庄南路与G76厦蓉高速出口交叉口东北50米,四川省,成都市,简阳市,104.4188283,30.47504898
黄二姐超市,购物服务,便民商店/便利店,便民商店/便利店|购物服务,金龙山庄南路与G76厦蓉高速入口交叉口北50米,四川省,成都市,简阳市,104.4185452,30.47525169
快乐购超市(韩场店),购物服务,超级市场,超市,大新路西50米,四川省,成都市,大邑县,103.6808971,30.46443032
华亿蓉欣超市,购物服务,超级市场,超市,吴店街75号,四川省,成都市,新津县,103.7804027,30.46041927
一品购物超市,购物服务,超级市场,超市,五津镇吴店街8号附5号,四川省,成都市,新津县,103.7845156,30.46015627
890 Music超市(公兴店),购物服务,超级市场,超市,公兴街道双兴二社区生活馆23号,四川省,成都市,双流区,103.9864954,30.45994496
伟创8090超市,购物服务,超级市场,超市,公兴街道公兴镇双兴第二社区纬创宿舍8,四川省,成都市,双流区,103.9856276,30.45789306
红旗超市(双流白沙街便利店),购物服务,超级市场,超市,白沙镇白沙街78号,四川省,成都市,双流区,104.1511906,30.46646129
红旗连锁,购物服务,超级市场,超市,东横街与政府街交叉口西北50米,四川省,成都市,邛崃市,103.2973767,30.45262012
富迪超市,购物服务,超级市场,超市,北横街与水口正街交叉口东北50米,四川省,成都市,邛崃市,103.2970135,30.45680371
丰裕超市,购物服务,超级市场,超市,桑园镇童桥街112号,四川省,成都市,邛崃市,103.4938371,30.45502576
萍萍超市,购物服务,超级市场,超市,童桥街170号附近,四川省,成都市,邛崃市,103.49516,30.45649637
世纪好又多购物中心,购物服务,超级市场,超市,韩场镇新西街,四川省,成都市,大邑县,103.7108901,30.45261825
老邻居(大邑韩场店),购物服务,超级市场,超市,韩场镇柏桦街22号,四川省,成都市,大邑县,103.7157521,30.45186548
利民连锁超市(新东街店),购物服务,超级市场,超市,韩场镇新东街106号,四川省,成都市,大邑县,103.7173266,30.45148679
利民,购物服务,超级市场,超市,韩场镇商业街,四川省,成都市,大邑县,103.7140446,30.45582455
友萍超市,购物服务,超级市场,超市,方兴镇花碑村,四川省,成都市,新津县,103.7283773,30.44814239
红旗超市(新津花桥分场),购物服务,超级市场,超市,花桥镇新民街13号,四川省,成都市,新津县,103.8540113,30.44925506
红旗超市(新津花桥镇便利店),购物服务,超级市场,超市,长绍街108号,四川省,成都市,新津县,103.8543578,30.45086923
世纪好又多购物中心(花桥店),购物服务,超级市场,超市,花桥镇长绍街,四川省,成都市,新津县,103.853792,30.44860986
园区批发超市,购物服务,超级市场,超市,贾家镇,四川省,成都市,简阳市,104.3754122,30.45055615
邛崃市南宝山镇天天超市,购物服务,超级市场,超市,南宝山镇静室村9组13号附2号,四川省,成都市,邛崃市,103.2062955,30.4436761
张记百佳超市,购物服务,超级市场,超市,喻文路与西江路交叉口西北100米,四川省,成都市,邛崃市,103.4493322,30.44460171
潍明超市,购物服务,超级市场,超市,拱高路与金桥街下段交叉口西北200米,四川省,成都市,大邑县,103.5528616,30.44458654
丹妹儿超市,购物服务,超级市场,超市,方兴花碑小区,四川省,成都市,新津县,103.7279908,30.44528134
龙王渡超市,购物服务,超级市场,超市,兴园6路东50米,四川省,成都市,新津县,103.8119256,30.44196269
华亿超市(花桥店),购物服务,超级市场,超市,花桥镇金桥社区4组长绍街15号供电所隔壁,四川省,成都市,新津县,103.8517998,30.4454214
佳和超市,购物服务,超级市场,超市,商贸街与102乡道交叉口北50米,四川省,成都市,简阳市,104.3554612,30.43730899
宜家超市,购物服务,超级市场,超市,贾家镇环城路20号,四川省,成都市,简阳市,104.360859,30.43866958
新博美市场,购物服务,商场,普通商场,,四川省,成都市,邛崃市,103.4703149,30.43258809
爱家购物,购物服务,超级市场,超市,冉义镇新农贸市场二楼路,四川省,成都市,邛崃市,103.6682439,30.43118611
隆盛购物中心,购物服务,超级市场,超市,四季街,四川省,成都市,邛崃市,103.6603393,30.43640703
佳福超市,购物服务,超级市场,超市,金马街173号,四川省,成都市,邛崃市,103.6720085,30.42969121
联合一百购物广场,购物服务,超级市场,超市,万街东50米,四川省,成都市,新津县,103.7628103,30.4328356
裕家购物中心(新津店),购物服务,商场,普通商场,儒林路512附16附近,四川省,成都市,新津县,103.796469,30.42863939
佳联华超市(新津分店),购物服务,超级市场,超市,五津镇兴园5路337号,四川省,成都市,新津县,103.8037111,30.42931805
新悦广场(装修中),购物服务,商场,购物中心,牧山大道附近,四川省,成都市,新津县,103.8164509,30.42821698
融信时代广场(装修中),购物服务,商场,购物中心,兴园3路与牧山大道交汇处,四川省,成都市,新津县,103.8170961,30.4285641
益家人(希望路),购物服务,超级市场,超市,,四川省,成都市,新津县,103.8103002,30.42749793
阳光超市,购物服务,超级市场,超市,凤凰村6组55号,四川省,成都市,双流区,103.99051,30.42899895
红锦超市(飞龙街),购物服务,超级市场,超市,太平镇飞龙街66号,四川省,成都市,双流区,104.1990384,30.43445086
明阳超市,购物服务,超级市场,超市,飞龙街130-134号,四川省,成都市,双流区,104.2003334,30.43292019
红旗超市(双流飞龙街便利店),购物服务,超级市场,超市,中南路,四川省,成都市,双流区,104.1989503,30.4345667
快乐购超市(165乡道),购物服务,超级市场,超市,贾家镇南门综合市场,四川省,成都市,简阳市,104.356033,30.43575244
温州华联购物广场,购物服务,商场,商场,贾家镇光明路20号,四川省,成都市,简阳市,104.3554703,30.43594828
幸福超市(光明路),购物服务,超级市场,超市,光明路72号,四川省,成都市,简阳市,104.3550273,30.43522014
家佳和超市(三岔店),购物服务,超级市场,超市,贾家镇法庭街康居新城b区门口,四川省,成都市,简阳市,104.3593755,30.43440568
双熊猫超市,购物服务,超级市场,超市,平武镇春熙街,四川省,成都市,简阳市,104.6361963,30.43298372
新世纪购物中心,购物服务,超级市场,超市,106省道西200米,四川省,资阳市,乐至县,104.9008737,30.43633631
顺发超市,购物服务,超级市场,超市,073县道北50米(邛芦路),四川省,成都市,邛崃市,103.4375487,30.4206708
红旗超市(君平大道分场),购物服务,超级市场,超市,君平大道728号附近,四川省,成都市,邛崃市,103.4581624,30.42478481
红旗超市(尉洪建设·拉菲1987西南),购物服务,超级市场,超市,君平大道646号,四川省,成都市,邛崃市,103.4580842,30.42469265
海博春天,购物服务,商场,购物中心,临邛镇君平大道683号,四川省,成都市,邛崃市,103.4625988,30.4236389
海博春天·钻石广场(建设中),购物服务,商场,购物中心,临邛镇邛崃市临邛镇君平大道638号,四川省,成都市,邛崃市,103.4625988,30.4236389
香港盛大百货HAPPY,购物服务,商场,普通商场,永丰路201号附近,四川省,成都市,邛崃市,103.4629378,30.4199645
益家批发超市,购物服务,超级市场,超市,临邛镇北坛街326号,四川省,成都市,邛崃市,103.4639781,30.42482713
香港盛大百货,购物服务,商场,普通商场,永丰路201号附近,四川省,成都市,邛崃市,103.4628947,30.4199324
发亿超市,购物服务,超级市场,超市,北小路21号附近,四川省,成都市,邛崃市,103.4602533,30.42242734
红旗超市(邛崃北环路便利店),购物服务,超级市场,超市,临邛镇北环路139号,四川省,成都市,邛崃市,103.4602293,30.42028673
屈臣氏(邛崃海宁现代城店),购物服务,超级市场,屈臣氏,府街22号海宁现代城首层,四川省,成都市,邛崃市,103.4607417,30.41747655
财富都会,购物服务,商场,普通商场,318国道和君平大道的交汇处,四川省,成都市,邛崃市,103.472449,30.42230107
红旗超市(邛崃君平大道便利店),购物服务,超级市场,超市,君平大道97号,四川省,成都市,邛崃市,103.4717662,30.42011065
成都四季春商贸有限公司,购物服务,超级市场,超市,临邛镇兴龙街215号,四川省,成都市,邛崃市,103.4772874,30.41864329
物美生活超市,购物服务,超级市场,超市,方井街94附1,四川省,成都市,新津县,103.7271246,30.42598924
智鸿超市,购物服务,超级市场,超市,方兴南街晨阳机电工业公司南侧90米,四川省,成都市,新津县,103.7300236,30.42494236
仟亿购超市,购物服务,超级市场,超市,儒林路179号,四川省,成都市,新津县,103.7979887,30.42226312
红旗超市(五河路店),购物服务,超级市场,超市,五津镇黄鹤大道7号,四川省,成都市,新津县,103.7981542,30.41747936
红旗超市(新津文武村放心店),购物服务,超级市场,超市,儒林路466号,四川省,成都市,新津县,103.7959132,30.42728582
华亿超市(太康西路),购物服务,超级市场,超市,太康西路122号,四川省,成都市,新津县,103.8078659,30.42292957
新津惠当家,购物服务,超级市场,超市,五津镇太康西路103号,四川省,成都市,新津县,103.8074,30.42328268
红旗超市(兴园5路),购物服务,超级市场,超市,五津镇兴园五路117号,四川省,成都市,新津县,103.8046238,30.42717606
兴美商场,购物服务,商场,购物中心|购物服务,瑞通路2附2号,四川省,成都市,新津县,103.8149655,30.41745547
红旗超市(新津四分场),购物服务,超级市场,超市,太康西路8-15号,四川省,成都市,新津县,103.8099287,30.42284024
益家人(五津北路),购物服务,超级市场,超市,五津镇五津北路245号,四川省,成都市,新津县,103.811243,30.42563001
红旗超市,购物服务,超级市场,超市,瑞通路8号附1-7,四川省,成都市,新津县,103.8160786,30.41891522
华渝超市,购物服务,超级市场,超市,五津镇翡翠湾2期对面,四川省,成都市,新津县,103.8173799,30.4234557
浩旺多超市,购物服务,超级市场,超市|购物服务,瑞通路50附18附近,四川省,成都市,新津县,103.8159851,30.42585862
红旗超市(新津太升东街便利店),购物服务,超级市场,超市,太升东街93-97号,四川省,成都市,新津县,103.8128704,30.41879437
水井华亿超市(抚江店),购物服务,超级市场,超市,瑞通路抚江社区皇家1号对面,四川省,成都市,新津县,103.8172177,30.4210319
幸福人家超市(兰湾蒂钒尼西),购物服务,超级市场,超市,五津镇瑞通路180号,四川省,成都市,新津县,103.8170371,30.42583257
老邻居(新津棉花沱店),购物服务,超级市场,超市,花桥镇棉花沱小区5栋1层20号,四川省,成都市,新津县,103.8309347,30.4231272
红旗超市(新津棉花沱便利店),购物服务,超级市场,超市,五津桥津社区棉花沱5栋11-13号,四川省,成都市,新津县,103.8309888,30.42356921
宏旭连锁超市,购物服务,超级市场,超市,普兴镇山河新普路徐家渡社区,四川省,成都市,新津县,103.8727832,30.41854287
惠宾超市,购物服务,超级市场,超市,正兴镇天府新区成都直管区汉州路999号西部国际博览城旁秦皇永安酒店,四川省,成都市,双流区,104.0805083,30.42684022
万家隆超市,购物服务,超级市场,超市,汉州路999号2栋1单元1楼1003号,四川省,成都市,双流区,104.0803235,30.42703331
九久玖超市,购物服务,超级市场,超市,华兴街与顺民街交叉口东北50米,四川省,成都市,双流区,104.1029789,30.423031
翼支付超市,购物服务,超级市场,超市,东山大道一段115号,四川省,成都市,双流区,104.1067476,30.42511703
情义四海批发超市,购物服务,超级市场,超市,区东山大道二段,四川省,成都市,双流区,104.1134278,30.42157878
红利超市(太平桥镇卫生院东),购物服务,超级市场,超市,新兴街与318国道交叉口西50米,四川省,成都市,简阳市,104.4166809,30.42620873
百润发购物中心,购物服务,商场,购物中心,杨柳村石龙路晨曦儿童游乐园,四川省,成都市,简阳市,104.5184595,30.42595198
乐客购物,购物服务,超级市场,超市,石桥镇新街,四川省,成都市,简阳市,104.5186771,30.42605657
汇鑫超市,购物服务,超级市场,超市,三星镇下街57号,四川省,成都市,简阳市,104.5369973,30.42711039
鑫懿超市,购物服务,超级市场,超市,裕民街421号附近,四川省,成都市,简阳市,104.7157353,30.4188044
惠又多超市,购物服务,超级市场,超市,马湖街8号,四川省,成都市,邛崃市,103.349877,30.41326675
红旗超市(邛崃十方国际城分场),购物服务,超级市场,超市,临邛凤凰大道西延线2号附56号,四川省,成都市,邛崃市,103.4386187,30.40964579
红旗超市(天庆街),购物服务,超级市场,超市,天庆街195-199号,四川省,成都市,邛崃市,103.453575,30.41355651
无公害蔬菜超市,购物服务,超级市场,超市,天庆街与花园巷交叉口西南50米,四川省,成都市,邛崃市,103.4541151,30.4131788
红旗超市(邛崃花园巷便利店),购物服务,超级市场,超市,花园巷58-60号,四川省,成都市,邛崃市,103.4537635,30.41084847
