名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_L纬度
红旗超市,购物服务,超级市场,超市,临邛镇长松路493号,四川省,成都市,邛崃市,103.4532044,30.40839869
红旗超市(邛崃邓陶路便利店),购物服务,超级市场,超市,临邛镇邛陶路80号,四川省,成都市,邛崃市,103.451032,30.40957571
银都商厦,购物服务,商场,商场,西街69号,四川省,成都市,邛崃市,103.4569501,30.41601475
联华超市(棉花街),购物服务,商场,购物中心|购物服务,棉花街46号,四川省,成都市,邛崃市,103.4616689,30.41674699
红艳购物中心,购物服务,商场,购物中心,棉花街22-24号,四川省,成都市,邛崃市,103.4612389,30.4158601
红旗超市(邛崃兴贤街分场),购物服务,超级市场,超市,兴贤街14号,四川省,成都市,邛崃市,103.4625842,30.41379686
联华购物中心,购物服务,商场,购物中心,棉花街82-附60-65号附近,四川省,成都市,邛崃市,103.4614122,30.41703129
红旗超市(邛崃临邛文星街店),购物服务,超级市场,超市,文星巷32-附1号附近,四川省,成都市,邛崃市,103.4660938,30.41468464
红旗超市(邛崃东星街便利店),购物服务,超级市场,超市,东星大道2号,四川省,成都市,邛崃市,103.4633904,30.40802802
红旗超市(邛崃文庙街店),购物服务,超级市场,超市,文庙街32-34号,四川省,成都市,邛崃市,103.4584607,30.40945862
红旗超市(方圆街),购物服务,超级市场,超市,临邛镇朱水碾街14-22号,四川省,成都市,邛崃市,103.4628812,30.40730587
华盛堂百货,购物服务,商场,普通商场,大同街与棉花街交叉口东北50米,四川省,成都市,邛崃市,103.4612759,30.41666103
万福来超市(东虹路),购物服务,超级市场,超市,东虹路82-88号,四川省,成都市,邛崃市,103.4739064,30.40959763
聚欣源生活超市,购物服务,超级市场,超市,金桂街120号附近,四川省,成都市,邛崃市,103.4745242,30.40809463
红旗超市(邛崃四分场),购物服务,超级市场,超市,文南路206号附近,四川省,成都市,邛崃市,103.4694506,30.40762487
红旗超市(8069邛崃东星大道便利店),购物服务,超级市场,超市,文南路206号,四川省,成都市,邛崃市,103.4693464,30.4075916
红旗连锁(8069邛崃东星大道便利店),购物服务,超级市场,超市,临邛镇东星大道229号,四川省,成都市,邛崃市,103.4696742,30.40795541
红旗超市,购物服务,超级市场,超市,新平镇太平街18号,四川省,成都市,新津县,103.7813538,30.41189906
天娇超市(望江分店),购物服务,超级市场,超市,五津镇五河路望江社区5-3,四川省,成都市,新津县,103.7980554,30.4089189
乐玛特购物中心,购物服务,商场,购物中心,五河路630号津港湾2号楼,四川省,成都市,新津县,103.7999765,30.41049669
优品生活广场,购物服务,商场,商场,五津镇武阳西路182号,四川省,成都市,新津县,103.8041335,30.41447183
乐玛特超市(吴氏医院南),购物服务,超级市场,超市,迎宾大道174号附近,四川省,成都市,新津县,103.8004012,30.4109073
好又多超市,购物服务,超级市场,超市,五津镇西仓街95号,四川省,成都市,新津县,103.8079113,30.41414643
红旗超市(新津惠丰南路便利店),购物服务,超级市场,超市,武阳西路130-132号,四川省,成都市,新津县,103.8060068,30.41515391
红旗超市(五河路店),购物服务,超级市场,超市,五津镇武阳西路222号,四川省,成都市,新津县,103.8013075,30.41645469
红旗连锁(710新津六便利店),购物服务,超级市场,超市,五津镇武阳西路222号,四川省,成都市,新津县,103.8012184,30.41638955
红旗超市(新津武阳西路便利店),购物服务,超级市场,超市,武阳西路77号附8-9号,四川省,成都市,新津县,103.8080886,30.41517954
百伦新宸百货(新津店),购物服务,商场,普通商场,武阳西路27号,四川省,成都市,新津县,103.8089011,30.41479505
新津商业城,购物服务,商场,普通商场,武阳中路149号,四川省,成都市,新津县,103.8129648,30.41332164
乐购超市,购物服务,超级市场,超市,五津镇胜利街20号、26号1层,四川省,成都市,新津县,103.8140509,30.41223584
红旗超市(新民街店),购物服务,超级市场,超市,外东街5-7号,四川省,成都市,新津县,103.8134218,30.41112491
百伦新宸百货,购物服务,商场,普通商场,五津南路54附4号附近,四川省,成都市,新津县,103.8092037,30.41531148
为民超市,购物服务,超级市场,超市,商业街九华药店旁,四川省,成都市,新津县,103.8120542,30.41076949
红旗超市(新津五分场),购物服务,超级市场,超市,武阳南路62、64、66、68号,四川省,成都市,新津县,103.8175747,30.41267525
美好时光家园购物中心(模范街店),购物服务,商场,购物中心,模范街48号,四川省,成都市,新津县,103.8087118,30.4128381
互惠超市(群益路),购物服务,超级市场,超市,武阳东路4-6号,四川省,成都市,新津县,103.8180737,30.41368597
红旗超市(新津五津镇便利店),购物服务,超级市场,超市,武阳中路303-305号,四川省,成都市,新津县,103.8168924,30.41315888
华友超市(武阳店),购物服务,超级市场,超市,武阳东路4-8号,四川省,成都市,新津县,103.8180797,30.413615
红旗超市(新津林园路便利店),购物服务,超级市场,超市,林园路87号,四川省,成都市,新津县,103.8153763,30.41579956
红旗超市(五津西路),购物服务,超级市场,超市,五津西路新6号,四川省,成都市,新津县,103.8091164,30.41730193
红旗超市,购物服务,超级市场,超市,五津镇五津东路97号(津城绿地西南),四川省,成都市,新津县,103.8172249,30.41706672
红艳便利,购物服务,超级市场,超市,万年台下街与万年台街交叉口西北50米,四川省,成都市,新津县,103.8972385,30.40860559
红旗超市(新津建华村放心店),购物服务,超级市场,超市,普兴镇建华村,四川省,成都市,新津县,103.8977754,30.4093355
红旗超市(新津普兴镇便利店),购物服务,超级市场,超市,普兴镇普兴场东街12-14号,四川省,成都市,新津县,103.8971245,30.4084976
惠玛特购物广场(永安店),购物服务,超级市场,超市,永安镇南通路二段,四川省,成都市,双流区,103.9842237,30.41057759
华鑫连锁超市(永安店),购物服务,超级市场,超市,白果村神庙街永安镇政府西200米,四川省,成都市,双流区,103.9837853,30.40938413
九九九超市,购物服务,超级市场,超市,大桥桥头,四川省,成都市,双流区,103.987981,30.41115924
欢乐购超市,购物服务,超级市场,超市,双黄路东200米,四川省,成都市,双流区,103.9795394,30.4094106
鑫源超市,购物服务,超级市场,超市,南通路二段与007乡道交叉口西北50米,四川省,成都市,双流区,103.9883029,30.41028045
便民蔬果超市,购物服务,超级市场,超市,雄州大道南段格力电器专卖店旁,四川省,成都市,简阳市,104.5344638,30.41307214
鑫兴鲜肉果蔬超市,购物服务,超级市场,超市,简城镇东城新区天慧国际外滩门市8-03,四川省,成都市,简阳市,104.5357325,30.41055473
鑫好又多超市,购物服务,超级市场,超市,东滨路南段与印鳌路交叉口东北150米,四川省,成都市,简阳市,104.5368528,30.40971759
德盛商业广场,购物服务,商场,普通商场,雄州大道南段,四川省,成都市,简阳市,104.5425593,30.41081951
百伦百货,购物服务,商场,普通商场,东升路与金融街交叉口,四川省,成都市,简阳市,104.5427858,30.41051107
旭海时代广场,购物服务,商场,购物中心,雄州大道南段389号,四川省,成都市,简阳市,104.5388436,30.40908641
简阳市福怡慈善超市,购物服务,超级市场,超市,凌云路园中苑A区旁,四川省,成都市,简阳市,104.5426544,30.41300829
屈臣氏(旭海时代广场店),购物服务,超级市场,屈臣氏,雄州大道南段旭海时代广场1层,四川省,成都市,简阳市,104.5398235,30.40967057
红旗超市,购物服务,超级市场,超市,石桥镇金融街150-152号1层,四川省,成都市,简阳市,104.5394907,30.41183438
鑫德超市,购物服务,超级市场,超市,印鳌嘉苑5号,四川省,成都市,简阳市,104.5470959,30.41120411
好又来超市,购物服务,超级市场,超市,园艺路与射洪路南段交叉口西南50米,四川省,成都市,简阳市,104.5461495,30.40924954
红旗超市(简阳金绛路),购物服务,超级市场,超市,简城镇东城新区丽都苑4号楼1-12-13号,四川省,成都市,简阳市,104.5451088,30.40818855
亿心超市,购物服务,超级市场,超市,祁连路124-126号12栋1层1号,四川省,成都市,简阳市,104.541928,30.41708486
宇虹超市(钱江凤凰店),购物服务,超级市场,超市,临邛镇玉带街170号,四川省,成都市,邛崃市,103.453855,30.40203136
盛百惠超市,购物服务,超级市场,超市,司马大道366号65栋6,四川省,成都市,邛崃市,103.453821,30.40040359
红旗超市,购物服务,超级市场,超市,邛陶路附近,四川省,成都市,邛崃市,103.4483009,30.40392605
红旗(8065临邛陶都路便利店),购物服务,超级市场,超市,邛陶路7-9号,四川省,成都市,邛崃市,103.4498237,30.40710262
景华百货,购物服务,商场,普通商场,临邛镇朱水碾街281号附32号鼎盛时代广场,四川省,成都市,邛崃市,103.4615151,30.40243339
瑞云·欣广场,购物服务,商场,购物中心,司马大道399号(邛崃市医疗中心医院),四川省,成都市,邛崃市,103.460218,30.40430685
佰信自选超市,购物服务,超级市场,超市,金宝街70号,四川省,成都市,邛崃市,103.4676653,30.40144531
欣欣超市(瑞云·欣广场店),购物服务,超级市场,超市,临邛镇司马大道403号1-2,四川省,成都市,邛崃市,103.4590002,30.40463983
家乐福(司马大道店),购物服务,超级市场,家乐福,司马大道425号,四川省,成都市,邛崃市,103.4609327,30.40417862
屈臣氏(瑞云欣广场店),购物服务,超级市场,屈臣氏,司马大道瑞云欣广场1层,四川省,成都市,邛崃市,103.4591285,30.40421422
红旗超市(天成逸景西北),购物服务,超级市场,超市,临邛镇东锦街38号,四川省,成都市,邛崃市,103.4706219,30.40394773
红旗超市(邛崃五分场),购物服务,超级市场,超市,长安大道675号附近,四川省,成都市,邛崃市,103.4757888,30.4047698
红旗超市(邛崃东锦街便利店),购物服务,超级市场,超市,东锦街32号,四川省,成都市,邛崃市,103.4710049,30.40439768
红旗超市(邛崃东星大道便利店),购物服务,超级市场,超市,东星大道329-331号,四川省,成都市,邛崃市,103.4727624,30.40694299
红旗超市(邛崃华大医院南),购物服务,超级市场,超市,临邛镇长安大道675-677号,四川省,成都市,邛崃市,103.475874,30.40482403
红万家超市,购物服务,便民商店/便利店,便民商店/便利店|购物服务,长安大道508-510号,四川省,成都市,邛崃市,103.4767584,30.40717507
红旗超市(邛崃东星大道分场),购物服务,超级市场,超市,东星大道478号附2-6号,四川省,成都市,邛崃市,103.4786678,30.40588573
旺旺超市(商贸街),购物服务,超级市场,超市,商贸街82号,四川省,成都市,邛崃市,103.5349206,30.40429503
娜娜超市,购物服务,超级市场,超市,前进镇中兴街2号,四川省,成都市,邛崃市,103.5365294,30.40585965
汇之源超市,购物服务,超级市场,超市,前进镇商贸街79-81号,四川省,成都市,邛崃市,103.5351612,30.40404767
宏源超市,购物服务,超级市场,超市,中兴街与渔樵街交叉口东50米,四川省,成都市,邛崃市,103.5367259,30.40529823
六妹批发超市,购物服务,超级市场,超市,前进镇中兴街86号,四川省,成都市,邛崃市,103.5363711,30.40425757
金利元超市,购物服务,超级市场,超市,前兴街115号,四川省,成都市,邛崃市,103.5375207,30.40685983
双双超市(未来星爱心店),购物服务,超级市场,超市,中兴街与商贸街交叉口西50米,四川省,成都市,邛崃市,103.5360243,30.40364785
四季春商业(高桥分店),购物服务,超级市场,超市,桥横东街与高桥正街交汇处北50米,四川省,成都市,邛崃市,103.6213892,30.40533458
鑫瑞超市,购物服务,超级市场,超市,景苑街60-66号,四川省,成都市,邛崃市,103.6743877,30.40113338
好再来,购物服务,超级市场,超市,羊安镇王安路33号,四川省,成都市,邛崃市,103.6979235,30.40310274
合家欢超市,购物服务,超级市场,超市,羊安镇太安路119号,四川省,成都市,邛崃市,103.7033126,30.39858919
华联购物中心(羊安店),购物服务,商场,购物中心,羊安镇新民街160号2楼,四川省,成都市,邛崃市,103.6993474,30.4039543
欢乐购精品超市,购物服务,超级市场,超市,同德街东段与曹安路交叉口东南50米,四川省,成都市,邛崃市,103.7022965,30.40119024
三棵树,购物服务,超级市场,超市,曹安路与薛巷街东段交叉口西南50米,四川省,成都市,邛崃市,103.7022256,30.40174224
